confidence,n_breaches,n_obs,expected_rate,observed_rate,LR_uc,p_uc,reject_uc,LR_ind,p_ind,reject_ind,LR_cc,p_cc,reject_cc
0.99,62,3418,0.010000000000000009,0.018139262726740785,18.430570615444367,1.7620826708530934e-05,True,2.2528765984402526,0.1333662802597737,False,20.68344721388462,3.2258673442031593e-05,True
